"","term","gene","human"
"3908","ISC-marker genes (Munoz et al., 2012)",NA,"Arl4c"
"3909","ISC-marker genes (Munoz et al., 2012)",NA,"Cttnbp2"
"3910","ISC-marker genes (Munoz et al., 2012)",NA,"Rgmb"
"3911","ISC-marker genes (Munoz et al., 2012)",NA,"Angpt2"
"3912","ISC-marker genes (Munoz et al., 2012)",NA,"Axin2"
"3913","ISC-marker genes (Munoz et al., 2012)",NA,"Hunk"
"3914","ISC-marker genes (Munoz et al., 2012)",NA,"Car12"
"3915","ISC-marker genes (Munoz et al., 2012)",NA,"Ptpro"
"3916","ISC-marker genes (Munoz et al., 2012)",NA,"Dct"
"3917","ISC-marker genes (Munoz et al., 2012)",NA,"Sfrp5"
"3918","ISC-marker genes (Munoz et al., 2012)",NA,"Sycn"
"3919","ISC-marker genes (Munoz et al., 2012)",NA,"Clca2"
"3920","ISC-marker genes (Munoz et al., 2012)",NA,"1300002K09Rik"
"3921","ISC-marker genes (Munoz et al., 2012)",NA,"Casp12"
"3922","ISC-marker genes (Munoz et al., 2012)",NA,"Emp2"
"3923","ISC-marker genes (Munoz et al., 2012)",NA,"Mia1"
"3924","ISC-marker genes (Munoz et al., 2012)",NA,"Psrc1"
"3925","ISC-marker genes (Munoz et al., 2012)",NA,"Notch1"
"3926","ISC-marker genes (Munoz et al., 2012)",NA,"Rnf43"
"3927","ISC-marker genes (Munoz et al., 2012)",NA,"Ddo"
"3928","ISC-marker genes (Munoz et al., 2012)",NA,"Arhgef4"
"3929","ISC-marker genes (Munoz et al., 2012)",NA,"Clca1"
"3930","ISC-marker genes (Munoz et al., 2012)",NA,"Evl"
"3931","ISC-marker genes (Munoz et al., 2012)",NA,"Utrn"
"3932","ISC-marker genes (Munoz et al., 2012)",NA,"Esrrg"
"3933","ISC-marker genes (Munoz et al., 2012)",NA,"Esam"
"3934","ISC-marker genes (Munoz et al., 2012)",NA,"Fgfr4"
"3935","ISC-marker genes (Munoz et al., 2012)",NA,"Sema7a"
"3936","ISC-marker genes (Munoz et al., 2012)",NA,"Wwtr1"
"3937","ISC-marker genes (Munoz et al., 2012)",NA,"Sorcs2"
"3938","ISC-marker genes (Munoz et al., 2012)",NA,"Rad51l1"
"3939","ISC-marker genes (Munoz et al., 2012)",NA,"Irs1"
"3940","ISC-marker genes (Munoz et al., 2012)",NA,"Mpp3"
"3941","ISC-marker genes (Munoz et al., 2012)",NA,"Ttc21b"
"3942","ISC-marker genes (Munoz et al., 2012)",NA,"Cdo1"
"3943","ISC-marker genes (Munoz et al., 2012)",NA,"Pla2g4a"
"3944","ISC-marker genes (Munoz et al., 2012)",NA,"Atg16l2"
"3945","ISC-marker genes (Munoz et al., 2012)",NA,"Epha4"
"3946","ISC-marker genes (Munoz et al., 2012)",NA,"Smo"
"3947","ISC-marker genes (Munoz et al., 2012)",NA,"Cpn1"
"3948","ISC-marker genes (Munoz et al., 2012)",NA,"Klhl8"
"3949","ISC-marker genes (Munoz et al., 2012)",NA,"Rnf32"
"3950","ISC-marker genes (Munoz et al., 2012)",NA,"Fzd2"
"3951","ISC-marker genes (Munoz et al., 2012)",NA,"D930015E06Rik"
"3952","ISC-marker genes (Munoz et al., 2012)",NA,"Tgif2"
"3953","ISC-marker genes (Munoz et al., 2012)",NA,"Wdr35"
"3954","ISC-marker genes (Munoz et al., 2012)",NA,"Ell3"
"3955","ISC-marker genes (Munoz et al., 2012)",NA,"Apcdd1"
"3956","ISC-marker genes (Munoz et al., 2012)",NA,"Cdc42ep1"
"3957","ISC-marker genes (Munoz et al., 2012)",NA,"Fzd7"
"3958","ISC-marker genes (Munoz et al., 2012)",NA,"Afap1"
"3959","ISC-marker genes (Munoz et al., 2012)",NA,"Mex3a"
"3960","ISC-marker genes (Munoz et al., 2012)",NA,"Adra2a"
"3961","ISC-marker genes (Munoz et al., 2012)",NA,"Shisa2"
"3962","ISC-marker genes (Munoz et al., 2012)",NA,"Pogk"
"3963","ISC-marker genes (Munoz et al., 2012)",NA,"Gramd1a"
"3964","ISC-marker genes (Munoz et al., 2012)",NA,"Sox4"
"3965","ISC-marker genes (Munoz et al., 2012)",NA,"Napepld"
"3966","ISC-marker genes (Munoz et al., 2012)",NA,"Txndc16"
"3967","ISC-marker genes (Munoz et al., 2012)",NA,"Sectm1b"
"3968","ISC-marker genes (Munoz et al., 2012)",NA,"Slc23a3"
"3969","ISC-marker genes (Munoz et al., 2012)",NA,"Cited4"
"3970","ISC-marker genes (Munoz et al., 2012)",NA,"B930095G15Rik"
"3971","ISC-marker genes (Munoz et al., 2012)",NA,"Ephb3"
"3972","ISC-marker genes (Munoz et al., 2012)",NA,"Gpr30"
"3973","ISC-marker genes (Munoz et al., 2012)",NA,"Ppap2b"
"3974","ISC-marker genes (Munoz et al., 2012)",NA,"Znrf3"
"3975","ISC-marker genes (Munoz et al., 2012)",NA,"Tfpi"
"3976","ISC-marker genes (Munoz et al., 2012)",NA,"Plekhb1"
"3977","ISC-marker genes (Munoz et al., 2012)",NA,"Rgs12"
"3978","ISC-marker genes (Munoz et al., 2012)",NA,"Farp1"
"3979","ISC-marker genes (Munoz et al., 2012)",NA,"Cd320"
"3980","ISC-marker genes (Munoz et al., 2012)",NA,"Cc2d2a"
"3981","ISC-marker genes (Munoz et al., 2012)",NA,"Cbx6"
"3982","ISC-marker genes (Munoz et al., 2012)",NA,"Tead2"
"3983","ISC-marker genes (Munoz et al., 2012)",NA,"Mycl1"
"3984","ISC-marker genes (Munoz et al., 2012)",NA,"Rasa3"
"3985","ISC-marker genes (Munoz et al., 2012)",NA,"Plxnb1"
"3986","ISC-marker genes (Munoz et al., 2012)",NA,"Man2a2"
"3987","ISC-marker genes (Munoz et al., 2012)",NA,"Large"
"3988","ISC-marker genes (Munoz et al., 2012)",NA,"Nap1l1"
"3989","ISC-marker genes (Munoz et al., 2012)",NA,"Trim44"
"3990","ISC-marker genes (Munoz et al., 2012)",NA,"Prkd3"
"3991","ISC-marker genes (Munoz et al., 2012)",NA,"Gkap1"
"3992","ISC-marker genes (Munoz et al., 2012)",NA,"Srl"
"3993","ISC-marker genes (Munoz et al., 2012)",NA,"Tex9"
"3994","ISC-marker genes (Munoz et al., 2012)",NA,"6230424C14Rik"
"3995","ISC-marker genes (Munoz et al., 2012)",NA,"Gpld1"
"3996","ISC-marker genes (Munoz et al., 2012)",NA,"Cachd1"
"3997","ISC-marker genes (Munoz et al., 2012)",NA,"Myc"
"3998","ISC-marker genes (Munoz et al., 2012)",NA,"Zranb3"
"3999","ISC-marker genes (Munoz et al., 2012)",NA,"Wwp1"
"4000","ISC-marker genes (Munoz et al., 2012)",NA,"Lipt2"
"4001","ISC-marker genes (Munoz et al., 2012)",NA,"Dync2h1"
"4002","ISC-marker genes (Munoz et al., 2012)",NA,"Gas6"
"4003","ISC-marker genes (Munoz et al., 2012)",NA,"Atm"
"4004","ISC-marker genes (Munoz et al., 2012)",NA,"Ptprs"
"4005","ISC-marker genes (Munoz et al., 2012)",NA,"Snx10"
"4006","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp12"
"4007","ISC-marker genes (Munoz et al., 2012)",NA,"Kcne3"
"4008","ISC-marker genes (Munoz et al., 2012)",NA,"Ttpa"
"4009","ISC-marker genes (Munoz et al., 2012)",NA,"Wdr90"
"4010","ISC-marker genes (Munoz et al., 2012)",NA,"Immp2l"
"4011","ISC-marker genes (Munoz et al., 2012)",NA,"Dmpk"
"4012","ISC-marker genes (Munoz et al., 2012)",NA,"Fbxo21"
"4013","ISC-marker genes (Munoz et al., 2012)",NA,"Psd3"
"4014","ISC-marker genes (Munoz et al., 2012)",NA,"Ddb2"
"4015","ISC-marker genes (Munoz et al., 2012)",NA,"Zkscan17"
"4016","ISC-marker genes (Munoz et al., 2012)",NA,"Slc19a2"
"4017","ISC-marker genes (Munoz et al., 2012)",NA,"Clic6"
"4018","ISC-marker genes (Munoz et al., 2012)",NA,"Afap1l1"
"4019","ISC-marker genes (Munoz et al., 2012)",NA,"Ascl2"
"4020","ISC-marker genes (Munoz et al., 2012)",NA,"Sorbs2"
"4021","ISC-marker genes (Munoz et al., 2012)",NA,"Nav1"
"4022","ISC-marker genes (Munoz et al., 2012)",NA,"Slco3a1"
"4023","ISC-marker genes (Munoz et al., 2012)",NA,"Olfm4"
"4024","ISC-marker genes (Munoz et al., 2012)",NA,"Agr3"
"4025","ISC-marker genes (Munoz et al., 2012)",NA,"Msi1"
"4026","ISC-marker genes (Munoz et al., 2012)",NA,"Soat1"
"4027","ISC-marker genes (Munoz et al., 2012)",NA,"Cdca7"
"4028","ISC-marker genes (Munoz et al., 2012)",NA,"Cd44"
"4029","ISC-marker genes (Munoz et al., 2012)",NA,"Cdk6"
"4030","ISC-marker genes (Munoz et al., 2012)",NA,"Aqp4"
"4031","ISC-marker genes (Munoz et al., 2012)",NA,"Cgnl1"
"4032","ISC-marker genes (Munoz et al., 2012)",NA,"Slc12a2"
"4033","ISC-marker genes (Munoz et al., 2012)",NA,"Mecom"
"4034","ISC-marker genes (Munoz et al., 2012)",NA,"Tns3"
"4035","ISC-marker genes (Munoz et al., 2012)",NA,"Phldb2"
"4036","ISC-marker genes (Munoz et al., 2012)",NA,"Smoc2"
"4037","ISC-marker genes (Munoz et al., 2012)",NA,"Dach1"
"4038","ISC-marker genes (Munoz et al., 2012)",NA,"Clca4"
"4039","ISC-marker genes (Munoz et al., 2012)",NA,"Lcp1"
"4040","ISC-marker genes (Munoz et al., 2012)",NA,"Fam115c"
"4041","ISC-marker genes (Munoz et al., 2012)",NA,"Acsm3"
"4042","ISC-marker genes (Munoz et al., 2012)",NA,"Kcnq1"
"4043","ISC-marker genes (Munoz et al., 2012)",NA,"Sox9"
"4044","ISC-marker genes (Munoz et al., 2012)",NA,"Paics"
"4045","ISC-marker genes (Munoz et al., 2012)",NA,"6-Sep"
"4046","ISC-marker genes (Munoz et al., 2012)",NA,"Cnn3"
"4047","ISC-marker genes (Munoz et al., 2012)",NA,"Picalm"
"4048","ISC-marker genes (Munoz et al., 2012)",NA,"Glrx"
"4049","ISC-marker genes (Munoz et al., 2012)",NA,"Vdr"
"4050","ISC-marker genes (Munoz et al., 2012)",NA,"Grb7"
"4051","ISC-marker genes (Munoz et al., 2012)",NA,"Sesn3"
"4052","ISC-marker genes (Munoz et al., 2012)",NA,"Zbtb38"
"4053","ISC-marker genes (Munoz et al., 2012)",NA,"Fam115a"
"4054","ISC-marker genes (Munoz et al., 2012)",NA,"Ptprm"
"4055","ISC-marker genes (Munoz et al., 2012)",NA,"Rassf4"
"4056","ISC-marker genes (Munoz et al., 2012)",NA,"Zfhx3"
"4057","ISC-marker genes (Munoz et al., 2012)",NA,"Pde3b"
"4058","ISC-marker genes (Munoz et al., 2012)",NA,"Fhdc1"
"4059","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp292"
"4060","ISC-marker genes (Munoz et al., 2012)",NA,"Tubb2b"
"4061","ISC-marker genes (Munoz et al., 2012)",NA,"Efna4"
"4062","ISC-marker genes (Munoz et al., 2012)",NA,"Lrig1"
"4063","ISC-marker genes (Munoz et al., 2012)",NA,"Fras1"
"4064","ISC-marker genes (Munoz et al., 2012)",NA,"Adrbk2"
"4065","ISC-marker genes (Munoz et al., 2012)",NA,"Kif12"
"4066","ISC-marker genes (Munoz et al., 2012)",NA,"Prkacb"
"4067","ISC-marker genes (Munoz et al., 2012)",NA,"Atp11a"
"4068","ISC-marker genes (Munoz et al., 2012)",NA,"Spata24"
"4069","ISC-marker genes (Munoz et al., 2012)",NA,"Poli"
"4070","ISC-marker genes (Munoz et al., 2012)",NA,"Mcc"
"4071","ISC-marker genes (Munoz et al., 2012)",NA,"Slc44a2"
"4072","ISC-marker genes (Munoz et al., 2012)",NA,"Tbc1d19"
"4073","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp462"
"4074","ISC-marker genes (Munoz et al., 2012)",NA,"1500011H22Rik"
"4075","ISC-marker genes (Munoz et al., 2012)",NA,"Arhgap39"
"4076","ISC-marker genes (Munoz et al., 2012)",NA,"Zbtb12"
"4077","ISC-marker genes (Munoz et al., 2012)",NA,"Ehf"
"4078","ISC-marker genes (Munoz et al., 2012)",NA,"App"
"4079","ISC-marker genes (Munoz et al., 2012)",NA,"Gm5918"
"4080","ISC-marker genes (Munoz et al., 2012)",NA,"Trim37"
"4081","ISC-marker genes (Munoz et al., 2012)",NA,"Marveld1"
"4082","ISC-marker genes (Munoz et al., 2012)",NA,"Ppp1r9a"
"4083","ISC-marker genes (Munoz et al., 2012)",NA,"Peli2"
"4084","ISC-marker genes (Munoz et al., 2012)",NA,"Tns4"
"4085","ISC-marker genes (Munoz et al., 2012)",NA,"Mfge8"
"4086","ISC-marker genes (Munoz et al., 2012)",NA,"Slc39a10"
"4087","ISC-marker genes (Munoz et al., 2012)",NA,"Ppat"
"4088","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp566"
"4089","ISC-marker genes (Munoz et al., 2012)",NA,"Klhl23"
"4090","ISC-marker genes (Munoz et al., 2012)",NA,"Tiam1"
"4091","ISC-marker genes (Munoz et al., 2012)",NA,"Gm3626"
"4092","ISC-marker genes (Munoz et al., 2012)",NA,"Aqp1"
"4093","ISC-marker genes (Munoz et al., 2012)",NA,"Tmem132a"
"4094","ISC-marker genes (Munoz et al., 2012)",NA,"Rhbdf1"
"4095","ISC-marker genes (Munoz et al., 2012)",NA,"2310008H04Rik"
"4096","ISC-marker genes (Munoz et al., 2012)",NA,"Pbx1"
"4097","ISC-marker genes (Munoz et al., 2012)",NA,"Tnfsf10"
"4098","ISC-marker genes (Munoz et al., 2012)",NA,"Als2cr4"
"4099","ISC-marker genes (Munoz et al., 2012)",NA,"Phlpp1"
"4100","ISC-marker genes (Munoz et al., 2012)",NA,"Ift122"
"4101","ISC-marker genes (Munoz et al., 2012)",NA,"Bcl2"
"4102","ISC-marker genes (Munoz et al., 2012)",NA,"Lysmd2"
"4103","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp397"
"4104","ISC-marker genes (Munoz et al., 2012)",NA,"Tspan5"
"4105","ISC-marker genes (Munoz et al., 2012)",NA,"Acvr2b"
"4106","ISC-marker genes (Munoz et al., 2012)",NA,"Mlh3"
"4107","ISC-marker genes (Munoz et al., 2012)",NA,"Brca2"
"4108","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp275"
"4109","ISC-marker genes (Munoz et al., 2012)",NA,"Engase"
"4110","ISC-marker genes (Munoz et al., 2012)",NA,"Nelf"
"4111","ISC-marker genes (Munoz et al., 2012)",NA,"Gabbr1"
"4112","ISC-marker genes (Munoz et al., 2012)",NA,"Rgnef"
"4113","ISC-marker genes (Munoz et al., 2012)",NA,"Ppm1f"
"4114","ISC-marker genes (Munoz et al., 2012)",NA,"Prrc2b"
"4115","ISC-marker genes (Munoz et al., 2012)",NA,"AU020206"
"4116","ISC-marker genes (Munoz et al., 2012)",NA,"Fads1"
"4117","ISC-marker genes (Munoz et al., 2012)",NA,"Nod1"
"4118","ISC-marker genes (Munoz et al., 2012)",NA,"Rnf219"
"4119","ISC-marker genes (Munoz et al., 2012)",NA,"4933439C10Rik"
"4120","ISC-marker genes (Munoz et al., 2012)",NA,"Pnpla7"
"4121","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp704"
"4122","ISC-marker genes (Munoz et al., 2012)",NA,"C79407"
"4123","ISC-marker genes (Munoz et al., 2012)",NA,"Eri2"
"4124","ISC-marker genes (Munoz et al., 2012)",NA,"Tnfaip8l1"
"4125","ISC-marker genes (Munoz et al., 2012)",NA,"Ttc23"
"4126","ISC-marker genes (Munoz et al., 2012)",NA,"Mpzl3"
"4127","ISC-marker genes (Munoz et al., 2012)",NA,"Zbtb25"
"4128","ISC-marker genes (Munoz et al., 2012)",NA,"Maged1"
"4129","ISC-marker genes (Munoz et al., 2012)",NA,"Fam92a"
"4130","ISC-marker genes (Munoz et al., 2012)",NA,"Ccdc18"
"4131","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp783"
"4132","ISC-marker genes (Munoz et al., 2012)",NA,"Krt23"
"4133","ISC-marker genes (Munoz et al., 2012)",NA,"Mlxip"
"4134","ISC-marker genes (Munoz et al., 2012)",NA,"Lancl1"
"4135","ISC-marker genes (Munoz et al., 2012)",NA,"Lpar6"
"4136","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp553"
"4137","ISC-marker genes (Munoz et al., 2012)",NA,"Poglut1"
"4138","ISC-marker genes (Munoz et al., 2012)",NA,"Pole"
"4139","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm8"
"4140","ISC-marker genes (Munoz et al., 2012)",NA,"Haus4"
"4141","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp90"
"4142","ISC-marker genes (Munoz et al., 2012)",NA,"Plce1"
"4143","ISC-marker genes (Munoz et al., 2012)",NA,"Fam189b"
"4144","ISC-marker genes (Munoz et al., 2012)",NA,"Pds5b"
"4145","ISC-marker genes (Munoz et al., 2012)",NA,"Tgif1"
"4146","ISC-marker genes (Munoz et al., 2012)",NA,"Phc1"
"4147","ISC-marker genes (Munoz et al., 2012)",NA,"Blnk"
"4148","ISC-marker genes (Munoz et al., 2012)",NA,"Spice1"
"4149","ISC-marker genes (Munoz et al., 2012)",NA,"Aspm"
"4150","ISC-marker genes (Munoz et al., 2012)",NA,"Isyna1"
"4151","ISC-marker genes (Munoz et al., 2012)",NA,"Palb2"
"4152","ISC-marker genes (Munoz et al., 2012)",NA,"Hirip3"
"4153","ISC-marker genes (Munoz et al., 2012)",NA,"Alms1"
"4154","ISC-marker genes (Munoz et al., 2012)",NA,"Lass6"
"4155","ISC-marker genes (Munoz et al., 2012)",NA,"Mpzl1"
"4156","ISC-marker genes (Munoz et al., 2012)",NA,"Cenpf"
"4157","ISC-marker genes (Munoz et al., 2012)",NA,"Mdn1"
"4158","ISC-marker genes (Munoz et al., 2012)",NA,"Sema3b"
"4159","ISC-marker genes (Munoz et al., 2012)",NA,"Zmym1"
"4160","ISC-marker genes (Munoz et al., 2012)",NA,"Cep192"
"4161","ISC-marker genes (Munoz et al., 2012)",NA,"Ung"
"4162","ISC-marker genes (Munoz et al., 2012)",NA,"Prpf40b"
"4163","ISC-marker genes (Munoz et al., 2012)",NA,"Atr"
"4164","ISC-marker genes (Munoz et al., 2012)",NA,"AI480653"
"4165","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp318"
"4166","ISC-marker genes (Munoz et al., 2012)",NA,"Tmem9"
"4167","ISC-marker genes (Munoz et al., 2012)",NA,"Gins1"
"4168","ISC-marker genes (Munoz et al., 2012)",NA,"Ifitm2"
"4169","ISC-marker genes (Munoz et al., 2012)",NA,"Vnn1"
"4170","ISC-marker genes (Munoz et al., 2012)",NA,"Smpx"
"4171","ISC-marker genes (Munoz et al., 2012)",NA,"Tmem194"
"4172","ISC-marker genes (Munoz et al., 2012)",NA,"Dtl"
"4173","ISC-marker genes (Munoz et al., 2012)",NA,"Csnk1e"
"4174","ISC-marker genes (Munoz et al., 2012)",NA,"Dctd"
"4175","ISC-marker genes (Munoz et al., 2012)",NA,"Xrcc5"
"4176","ISC-marker genes (Munoz et al., 2012)",NA,"Nt5c3l"
"4177","ISC-marker genes (Munoz et al., 2012)",NA,"Aldh7a1"
"4178","ISC-marker genes (Munoz et al., 2012)",NA,"Limk2"
"4179","ISC-marker genes (Munoz et al., 2012)",NA,"Etv6"
"4180","ISC-marker genes (Munoz et al., 2012)",NA,"Elmo1"
"4181","ISC-marker genes (Munoz et al., 2012)",NA,"Dapk2"
"4182","ISC-marker genes (Munoz et al., 2012)",NA,"Nfic"
"4183","ISC-marker genes (Munoz et al., 2012)",NA,"Timeless"
"4184","ISC-marker genes (Munoz et al., 2012)",NA,"Ckap2"
"4185","ISC-marker genes (Munoz et al., 2012)",NA,"Myo1b"
"4186","ISC-marker genes (Munoz et al., 2012)",NA,"Nfia"
"4187","ISC-marker genes (Munoz et al., 2012)",NA,"Csad"
"4188","ISC-marker genes (Munoz et al., 2012)",NA,"Tbc1d4"
"4189","ISC-marker genes (Munoz et al., 2012)",NA,"Bckdhb"
"4190","ISC-marker genes (Munoz et al., 2012)",NA,"Bcl7a"
"4191","ISC-marker genes (Munoz et al., 2012)",NA,"Pck2"
"4192","ISC-marker genes (Munoz et al., 2012)",NA,"Yap1"
"4193","ISC-marker genes (Munoz et al., 2012)",NA,"Stk39"
"4194","ISC-marker genes (Munoz et al., 2012)",NA,"Rprd1a"
"4195","ISC-marker genes (Munoz et al., 2012)",NA,"Ilf3"
"4196","ISC-marker genes (Munoz et al., 2012)",NA,"Kif20a"
"4197","ISC-marker genes (Munoz et al., 2012)",NA,"Mif"
"4198","ISC-marker genes (Munoz et al., 2012)",NA,"Mkl2"
"4199","ISC-marker genes (Munoz et al., 2012)",NA,"Fam120c"
"4200","ISC-marker genes (Munoz et al., 2012)",NA,"Ncor2"
"4201","ISC-marker genes (Munoz et al., 2012)",NA,"Pcdh8"
"4202","ISC-marker genes (Munoz et al., 2012)",NA,"Rassf5"
"4203","ISC-marker genes (Munoz et al., 2012)",NA,"Slc14a1"
"4204","ISC-marker genes (Munoz et al., 2012)",NA,"Nr2e3"
"4205","ISC-marker genes (Munoz et al., 2012)",NA,"1190002H23Rik"
"4206","ISC-marker genes (Munoz et al., 2012)",NA,"Smarcd3"
"4207","ISC-marker genes (Munoz et al., 2012)",NA,"Ak7"
"4208","ISC-marker genes (Munoz et al., 2012)",NA,"Bhlhb9"
"4209","ISC-marker genes (Munoz et al., 2012)",NA,"Prss23"
"4210","ISC-marker genes (Munoz et al., 2012)",NA,"Ifitm3"
"4211","ISC-marker genes (Munoz et al., 2012)",NA,"Wfdc15b"
"4212","ISC-marker genes (Munoz et al., 2012)",NA,"Rdh16"
"4213","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp618"
"4214","ISC-marker genes (Munoz et al., 2012)",NA,"Lect2"
"4215","ISC-marker genes (Munoz et al., 2012)",NA,"H2-Eb1"
"4216","ISC-marker genes (Munoz et al., 2012)",NA,"Iffo2"
"4217","ISC-marker genes (Munoz et al., 2012)",NA,"Zc3hav1l"
"4218","ISC-marker genes (Munoz et al., 2012)",NA,"Klhl24"
"4219","ISC-marker genes (Munoz et al., 2012)",NA,"Tbc1d9"
"4220","ISC-marker genes (Munoz et al., 2012)",NA,"Ciita"
"4221","ISC-marker genes (Munoz et al., 2012)",NA,"Nrtn"
"4222","ISC-marker genes (Munoz et al., 2012)",NA,"Nrg4"
"4223","ISC-marker genes (Munoz et al., 2012)",NA,"Tcf7"
"4224","ISC-marker genes (Munoz et al., 2012)",NA,"Greb1"
"4225","ISC-marker genes (Munoz et al., 2012)",NA,"Nrn1"
"4226","ISC-marker genes (Munoz et al., 2012)",NA,"AI747448"
"4227","ISC-marker genes (Munoz et al., 2012)",NA,"Dtx4"
"4228","ISC-marker genes (Munoz et al., 2012)",NA,"Trim32"
"4229","ISC-marker genes (Munoz et al., 2012)",NA,"Rasl11b"
"4230","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp503"
"4231","ISC-marker genes (Munoz et al., 2012)",NA,"BC021891"
"4232","ISC-marker genes (Munoz et al., 2012)",NA,"Pdgfa"
"4233","ISC-marker genes (Munoz et al., 2012)",NA,"Tlr2"
"4234","ISC-marker genes (Munoz et al., 2012)",NA,"S100pbp"
"4235","ISC-marker genes (Munoz et al., 2012)",NA,"4933431E20Rik"
"4236","ISC-marker genes (Munoz et al., 2012)",NA,"Fgd1"
"4237","ISC-marker genes (Munoz et al., 2012)",NA,"1110051M20Rik"
"4238","ISC-marker genes (Munoz et al., 2012)",NA,"Slc16a13"
"4239","ISC-marker genes (Munoz et al., 2012)",NA,"Kank1"
"4240","ISC-marker genes (Munoz et al., 2012)",NA,"Clu"
"4241","ISC-marker genes (Munoz et al., 2012)",NA,"Phf20"
"4242","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp956"
"4243","ISC-marker genes (Munoz et al., 2012)",NA,"1700040L02Rik"
"4244","ISC-marker genes (Munoz et al., 2012)",NA,"Rhobtb3"
"4245","ISC-marker genes (Munoz et al., 2012)",NA,"Fam171a1"
"4246","ISC-marker genes (Munoz et al., 2012)",NA,"Pde8b"
"4247","ISC-marker genes (Munoz et al., 2012)",NA,"Rccd1"
"4248","ISC-marker genes (Munoz et al., 2012)",NA,"Sgk1"
"4249","ISC-marker genes (Munoz et al., 2012)",NA,"Impdh2"
"4250","ISC-marker genes (Munoz et al., 2012)",NA,"Irf2bp2"
"4251","ISC-marker genes (Munoz et al., 2012)",NA,"Acot1"
"4252","ISC-marker genes (Munoz et al., 2012)",NA,"Tifa"
"4253","ISC-marker genes (Munoz et al., 2012)",NA,"Trim24"
"4254","ISC-marker genes (Munoz et al., 2012)",NA,"Hmga2"
"4255","ISC-marker genes (Munoz et al., 2012)",NA,"Hmbox1"
"4256","ISC-marker genes (Munoz et al., 2012)",NA,"Hmgcs2"
"4257","ISC-marker genes (Munoz et al., 2012)",NA,"Arid5b"
"4258","ISC-marker genes (Munoz et al., 2012)",NA,"Noxa1"
"4259","Genes enriched in aberrant stem cell-like cluster","Adrm1","ADRM1"
"4260","Genes enriched in aberrant stem cell-like cluster",NA,"POMP"
"4261","Genes enriched in aberrant stem cell-like cluster","Tst","TST"
"4262","Genes enriched in aberrant stem cell-like cluster",NA,"RPL3"
"4263","Genes enriched in aberrant stem cell-like cluster","Rbx1","RBX1"
"4264","Genes enriched in aberrant stem cell-like cluster","Pmepa1","PMEPA1"
"4265","Genes enriched in aberrant stem cell-like cluster","Psmc6","PSMC6"
"4266","Genes enriched in aberrant stem cell-like cluster","Dhrs7","DHRS7"
"4267","Genes enriched in aberrant stem cell-like cluster","U2af1","U2AF1"
"4268","Genes enriched in aberrant stem cell-like cluster","Raly","RALY"
"4269","Genes enriched in aberrant stem cell-like cluster","Lmo7","LMO7"
"4270","Genes enriched in aberrant stem cell-like cluster","Pbdc1","PBDC1"
"4271","Genes enriched in aberrant stem cell-like cluster","Nol12","NOL12"
"4272","Genes enriched in aberrant stem cell-like cluster","Srsf5","SRSF5"
"4273","Genes enriched in aberrant stem cell-like cluster","Trmt6","TRMT6"
"4274","Genes enriched in aberrant stem cell-like cluster","Cct8","CCT8"
